text,img,aspect,label
"AMBER ALERT : Miya Siverly taken near Snowflake in dark green 2000 BUICK LLF , AZ plate BLA4754 . Call PD 928 - 524 - 4050",421612.jpg,AMBER ALERT,0
"AMBER ALERT : Miya Siverly taken near Snowflake in dark green 2000 BUICK LLF , AZ plate BLA4754 . Call PD 928 - 524 - 4050",421612.jpg,Miya Siverly,0
"AMBER ALERT : Miya Siverly taken near Snowflake in dark green 2000 BUICK LLF , AZ plate BLA4754 . Call PD 928 - 524 - 4050",421612.jpg,2000 BUICK LLF,1
"AMBER ALERT : Miya Siverly taken near Snowflake in dark green 2000 BUICK LLF , AZ plate BLA4754 . Call PD 928 - 524 - 4050",421612.jpg,AZ,1
Glamour and Sophistication in this Hyde Park Apartment : # luxury # decor RT @ theartofbespoke,116607.jpg,Hyde Park Apartment,1
"Sherlock Data , Geordi and I at Star Trek Las Vegas . # STLV # STLV2014 # cosplay",526807.jpg,Sherlock Data,2
"Sherlock Data , Geordi and I at Star Trek Las Vegas . # STLV # STLV2014 # cosplay",526807.jpg,Geordi,2
"Sherlock Data , Geordi and I at Star Trek Las Vegas . # STLV # STLV2014 # cosplay",526807.jpg,Star Trek Las Vegas,2
"Sherlock Data , Geordi and I at Star Trek Las Vegas . # STLV # STLV2014 # cosplay",526807.jpg,# STLV,2
"Sherlock Data , Geordi and I at Star Trek Las Vegas . # STLV # STLV2014 # cosplay",526807.jpg,# cosplay,2
Holicray - cray ! Use your Starbucks Card every day for a chance to win # StarbucksforLife,506328.jpg,Starbucks Card,2
RT @ TheEconomist : Why is New Zealand such a great place to test digital products ?,117602.jpg,New Zealand,2
"I am upsest with tree rings now . I know the feeling Cristobal ! Thank you note from 4th grader , JB Wright Elem School",2076696.jpg,Cristobal,2
"I am upsest with tree rings now . I know the feeling Cristobal ! Thank you note from 4th grader , JB Wright Elem School",2076696.jpg,JB Wright Elem School,1
Gamma ray cancer scanners to be trialled in East Midlands,1349559.jpg,East Midlands,1
RT @ amandakaschube : Clint Reif ' s son C . J . with the Stanley Cup at today ' s rally # blackhawks @ briancassella http,70784.jpg,Clint Reif,2
RT @ amandakaschube : Clint Reif ' s son C . J . with the Stanley Cup at today ' s rally # blackhawks @ briancassella http,70784.jpg,Stanley Cup,1
For the post yoga pants generation Minecraft is more important than Facebook # Minecraft # creeper,1450514.jpg,Minecraft,2
For the post yoga pants generation Minecraft is more important than Facebook # Minecraft # creeper,1450514.jpg,Facebook,1
For the post yoga pants generation Minecraft is more important than Facebook # Minecraft # creeper,1450514.jpg,# Minecraft,2
Discover what we do . Sage Thought Leadership Podcast with Peter Grajczyk and Ed Kless of Sage https : t . co QIXf93Gktk,94085.jpg,Peter Grajczyk,1
Discover what we do . Sage Thought Leadership Podcast with Peter Grajczyk and Ed Kless of Sage https : t . co QIXf93Gktk,94085.jpg,Ed Kless,1
RT @ McflyToSpain : McFly is my entire life,1861812.jpg,McFly,1
"RT @ pngelection : # png History in the making : Simon Sia , first Chinese who is likely to win EHP regional",225346.jpg,Simon Sia,2
"RT @ pngelection : # png History in the making : Simon Sia , first Chinese who is likely to win EHP regional",225346.jpg,EHP,1
"And this is proof that the US is behind in fashion , I bought this sweater in Europe last winter ( except in grey )",15649.jpg,US,0
"And this is proof that the US is behind in fashion , I bought this sweater in Europe last winter ( except in grey )",15649.jpg,Europe,2
RT @ AllistairMcCaw : Jordan Spieth at 4 years of age practicing in 1997 . The year Tiger won the # masters @ JordanSpieth,1034408.jpg,Jordan Spieth,1
RT @ AllistairMcCaw : Jordan Spieth at 4 years of age practicing in 1997 . The year Tiger won the # masters @ JordanSpieth,1034408.jpg,Tiger,2
RT @ CoreyOrCorbin : Waka Flocka Flame on his visit to Athens :,21768.jpg,Waka Flocka Flame,1
RT @ CoreyOrCorbin : Waka Flocka Flame on his visit to Athens :,21768.jpg,Athens,1
RT @ thinkprogress : Starbucks employees react to the ' Race Together ' campaign,67406.jpg,Starbucks,1
RT @ thinkprogress : Starbucks employees react to the ' Race Together ' campaign,67406.jpg,Race Together,1
Jack and jack is TT in Mexico @ JackJackJohnson @ jackgilinsky,33364.jpg,Mexico,1
Ben Bishop watches Hossa ' s shot sail wide in the first period,70916.jpg,Ben Bishop,1
Ben Bishop watches Hossa ' s shot sail wide in the first period,70916.jpg,Hossa,1
RT @ timelessbae : Mariah Carey 90s pt 2,118836.jpg,Mariah Carey,1
"The day the Kursk sank : 15 yrs on , Russia remembers ,",72129.jpg,Kursk,0
"The day the Kursk sank : 15 yrs on , Russia remembers ,",72129.jpg,Russia,1
RT @ Zelenaakcija : . @ Credit Agricole is locking # Croatia into 40 more years of fossil fuels # StopPlominC # PlominC,115853.jpg,# Croatia,0
RT @ its whitney : Solid week for the Pacers .,12619.jpg,Pacers,2
RT @ iJDBsbelieber : same miley # MTVHottest Justin Bieber,1306480.jpg,Justin Bieber,1
RT @ barcastuff : Holiday pics : Bartra in wall at youth football camp in Andorra by @ perepunti,572621.jpg,Andorra,1
Enjoy the beach and the sunset in Bali,222745.jpg,Bali,2
Chicago fans celebrate as the # USWNT takes a 5 - 2 lead on Japan . Lincoln Park photos :,70729.jpg,Chicago,2
Chicago fans celebrate as the # USWNT takes a 5 - 2 lead on Japan . Lincoln Park photos :,70729.jpg,# USWNT,2
Chicago fans celebrate as the # USWNT takes a 5 - 2 lead on Japan . Lincoln Park photos :,70729.jpg,Japan,1
Chicago fans celebrate as the # USWNT takes a 5 - 2 lead on Japan . Lincoln Park photos :,70729.jpg,Lincoln Park,1
Weekends on 960 The Patriot Lisa Benson Radio for National Security SUNDAY at 1pm and 6pm MST @ SecureUSATalk,593471.jpg,Weekends on 960 The Patriot,1
Weekends on 960 The Patriot Lisa Benson Radio for National Security SUNDAY at 1pm and 6pm MST @ SecureUSATalk,593471.jpg,Lisa Benson Radio,1
RT @ ComedyCentral : Thank you Jon .,1884959.jpg,Jon,2
RT @ Espngreeny : This is the guy who looks like Aaron Rodgers .,90767.jpg,Aaron Rodgers,1
"RT @ SoloNoticias1D : Harry en el show de Argentina , hace instantes : D # Noticias1D # OneDirection # 1DenArgentina",887.jpg,Harry,1
"RT @ SoloNoticias1D : Harry en el show de Argentina , hace instantes : D # Noticias1D # OneDirection # 1DenArgentina",887.jpg,Argentina,1
Namsong pls married,1823300.jpg,Namsong,2
RT @ Mr Phatal : At South Philly Bar and Grill @ SouthPhillyBar . . Love it need the Skins and Giants too . # FlyEaglesFly,21598.jpg,South Philly,2
Hong Kong looks extremely apocalyptic at the moment,36320.jpg,Hong Kong,0
RT @ TrooperBenKHP : Good morning Kansas !,50847.jpg,Kansas,2
"# ISIS be like ,",142287.jpg,# ISIS,1
"Way to alienate a whole lot of people all at once ! Good job , Emmett . @ cemathieson Oh for goodness sake",1056470.jpg,Emmett,2
1 . @ LorraChaplin @ shinybluedress This is the transcript from a GMC tribunal in 2013 The school is a boarding school,321830.jpg,GMC,1
RT @ RobEngstrom : Happy Birthday President Reagan .,1870402.jpg,President Reagan,2
Some criticism of the Wanda Vista tower with a new rendering via @ Architizer,72085.jpg,Wanda Vista tower,0
RT @ WTAreactions : When you remember Marin Cilic won the US Open,865163.jpg,Marin Cilic,2
RT @ WTAreactions : When you remember Marin Cilic won the US Open,865163.jpg,US Open,1
David Burnett is ready for Gold medal hockey . # Sochi Photos :,74182.jpg,David Burnett,2
David Burnett is ready for Gold medal hockey . # Sochi Photos :,74182.jpg,# Sochi,1
Thanx for all your love amp support ! Hope you enjoyed # xfighters Madrid . Now off to the party .,920334.jpg,Madrid,2
He ' s always watching . Mayor Rahm at City Hall,72312.jpg,Mayor Rahm,1
He ' s always watching . Mayor Rahm at City Hall,72312.jpg,City Hall,1
RT @ BuzzFeedUKPol : Shocking news about Sir Menzies Campbell :,37454.jpg,Menzies Campbell,0
The expertise of the tech reporters at Yahoo Finance is really deep .,1118998.jpg,Yahoo Finance,1
"RT @ thinkprogress : Trump vehemently opposes gun - free zones , except at his hotels",7444.jpg,Trump,0
"RT @ thinkprogress : Trump vehemently opposes gun - free zones , except at his hotels",7444.jpg,gun - free zones,1
Excellent event in Macomb tonight . Hats off to Mary Brookhart for organizing a successful event . # ListeningTour,822028.jpg,Macomb,2
Excellent event in Macomb tonight . Hats off to Mary Brookhart for organizing a successful event . # ListeningTour,822028.jpg,Mary Brookhart,2
Leger heeft minstens 3 miljard euro extra nodig ' via @ NOS,72887.jpg,Leger,1
"International movements demanding # landrights - forest rights rally in Gujarat , India ( 2009 ) . The movement continues . . .",1762879.jpg,Gujarat,0
"International movements demanding # landrights - forest rights rally in Gujarat , India ( 2009 ) . The movement continues . . .",1762879.jpg,India,0
RT @ GlazerBooHooHoo : Sometimes I scroll through Twitter and it sounds like this,409855.jpg,Twitter,0
RT @ SportsCenter : # 3 FSU goes down ! NC State UPSETS Florida State 17 - 16 . # FSUvsNCSU,513696.jpg,FSU,0
RT @ SportsCenter : # 3 FSU goes down ! NC State UPSETS Florida State 17 - 16 . # FSUvsNCSU,513696.jpg,NC State,2
RT @ SportsCenter : # 3 FSU goes down ! NC State UPSETS Florida State 17 - 16 . # FSUvsNCSU,513696.jpg,Florida State,0
RT @ SpaceX : Falcon 9 over Florida ( photo credit : Joffre Isturiz ) # DragonLaunch,1080036.jpg,Florida,1
RT @ SpaceX : Falcon 9 over Florida ( photo credit : Joffre Isturiz ) # DragonLaunch,1080036.jpg,Joffre Isturiz,1
Diamondback # KingsIsland,12529.jpg,Diamondback,1
Famed conservationist Jane Goodall delivered an inspiring message of hope to overflow crowd in # kamloops last night .,629358.jpg,# kamloops,1
Fox amp Fin Financial Group will get your business SOLD ! Partner with the financial PROS :,593767.jpg,Fox,2
This song just reminded me so much of Germaine . # missthosedays,139004.jpg,Germaine,1
RT @ TheCIassicJams : J Cole why must you be so genius,32086.jpg,J Cole,2
RT @ liamkayy : Kendrick describing the perfect girl,15434.jpg,Kendrick,2
HAS MALDONADO CRASHED TODAY ? MUOIO AHAHAHAHAHAHAHAHAHAHAHAHAH # ItalianGP,780434.jpg,MALDONADO,0
"A few days in Jerusalem , # Israel",73247.jpg,Jerusalem,1
"A few days in Jerusalem , # Israel",73247.jpg,# Israel,1
Review ! Last Panda Standing by Jarrett J . Kroscozka : via @ ThisKid Erik @ StudioJJK # KidLit,1375644.jpg,Jarrett,1
RT @ cnni : Pope Francis calls for an end to the suffering of people in conflicts : @ Pontifex,1351124.jpg,Pope Francis,1
@ FitnessMagazine The lady at Grand Central REALLY wants to clean those shoes !,373135.jpg,Grand Central,1
It was a pleasure to welcome the National Development and Reform Commission ( NDRC ) to Milton Keynes today .,423085.jpg,National Development and Reform Commission,2
It was a pleasure to welcome the National Development and Reform Commission ( NDRC ) to Milton Keynes today .,423085.jpg,Milton Keynes,2
RT @ mashable : Canadians Spock their 5 bills to honor Leonard Nimoy .,1077743.jpg,Leonard Nimoy,2
RT @ ESPN FirstTake : SMU got robbed but UCLA DESERVED to win that game . - @ RealSkipBayless # BruinRobbery,116283.jpg,SMU,0
RT @ NBATV : The @ ATLHawks immortalize Dominique Wilkins with this statue .,322142.jpg,Dominique Wilkins,2
RT @ cule carousel : @ barcastuff Puyol double roulette vs Valencia,571871.jpg,Puyol,2
RT @ cule carousel : @ barcastuff Puyol double roulette vs Valencia,571871.jpg,Valencia,1
Apple Watch selection . Lol !,514.jpg,Apple Watch,2
IT ' S MATCH DAY ! # Buckeyes . Missouri . 2 p . m . St . John Arena . Be there and be loud ! # GoBucks # WT3,62422.jpg,# Buckeyes,2
IT ' S MATCH DAY ! # Buckeyes . Missouri . 2 p . m . St . John Arena . Be there and be loud ! # GoBucks # WT3,62422.jpg,Missouri,2
RT @ 2BeaWoman : New photo uploaded to Nice Sissy Life # crossdressing # tgirl # shemale # sissy,95869.jpg,Nice Sissy Life,1
RT @ ForeignAffairs : Why cheap oil is bad news for Latin America :,117690.jpg,Latin America,0
Purpose - built vs . Multi - purpose built : A story of ScaleIO vs . Ceph,110137.jpg,ScaleIO,1
Purpose - built vs . Multi - purpose built : A story of ScaleIO vs . Ceph,110137.jpg,Ceph,1
MT @ Dave Walsh Have you explored the historic Waite Precinct at Urrbrae ? @ UniofAdelaide,1076865.jpg,Waite Precinct,2
MT @ Dave Walsh Have you explored the historic Waite Precinct at Urrbrae ? @ UniofAdelaide,1076865.jpg,Urrbrae,1
Congrats to Victoria Cowen on being crowned Miss Florida 2014 . We thank Elizabeth Fechtel and wish her the very best .,464366.jpg,Victoria Cowen,2
Congrats to Victoria Cowen on being crowned Miss Florida 2014 . We thank Elizabeth Fechtel and wish her the very best .,464366.jpg,Elizabeth Fechtel,2
RT @ MetsPics : Happy Birthday David Wright !,854350.jpg,David Wright,2
Hastings 6 Hudson 2 W # statetourney # 10aaa,90812.jpg,Hastings,2
Hastings 6 Hudson 2 W # statetourney # 10aaa,90812.jpg,Hudson,1
RT @ Joy997FM : GAWU calls for radical revision of land tenure systems,356139.jpg,GAWU,1
RT @ Joy997FM : GAWU calls for radical revision of land tenure systems,356139.jpg,land tenure systems,1
RT @ ManUtd : Retweet for @ WayneRooney to win man of the match against Sunderland . # mufc,688935.jpg,Sunderland,0
RT @ ManUtd : Retweet for @ WayneRooney to win man of the match against Sunderland . # mufc,688935.jpg,# mufc,2
RT @ MartinBashir : Paris this evening : # NotAfraid,1924901.jpg,Paris,1
# Montreal Centre is all decked out to welcome in the # WJC2015 championship ! Get your tickets :,270677.jpg,# Montreal Centre,2
"# FIFA2014 hair ! This style was created by the Orenorkobi Artistic Team , who are based in Tel Aviv , Israel # WellaHair",1387195.jpg,Orenorkobi Artistic Team,2
"# FIFA2014 hair ! This style was created by the Orenorkobi Artistic Team , who are based in Tel Aviv , Israel # WellaHair",1387195.jpg,Tel Aviv,1
"# FIFA2014 hair ! This style was created by the Orenorkobi Artistic Team , who are based in Tel Aviv , Israel # WellaHair",1387195.jpg,Israel,1
RT @ ThislsAmazing : 60s London girls protesting for mini skirts,10315.jpg,London,1
RT @ thehill : CBC chairman says race a major factor in the delay over Loretta Lynch vote :,782922.jpg,CBC,1
RT @ thehill : CBC chairman says race a major factor in the delay over Loretta Lynch vote :,782922.jpg,Loretta Lynch,1
So many # elcwarriors are gathered for the Warrior Breakfast with John Bevere !,92957.jpg,Warrior Breakfast,2
So many # elcwarriors are gathered for the Warrior Breakfast with John Bevere !,92957.jpg,John Bevere,2
@ GattusoTz Everyone gets a trophy . . . # FIFA,616925.jpg,# FIFA,1
RT @ threatintel : # vulnerability : iCloud # Apple ID Dictionary attack tool surfaces on GitHub,122206.jpg,iCloud,0
RT @ threatintel : # vulnerability : iCloud # Apple ID Dictionary attack tool surfaces on GitHub,122206.jpg,# Apple ID,0
RT @ threatintel : # vulnerability : iCloud # Apple ID Dictionary attack tool surfaces on GitHub,122206.jpg,GitHub,1
"RT @ ngadc : # HappyBirthday Gustav Klimt , Austrian painter born # OnThisDay in 1862 . Baby ( Cradle ) 1917 1918",1776712.jpg,Gustav Klimt,2
"RT @ ngadc : # HappyBirthday Gustav Klimt , Austrian painter born # OnThisDay in 1862 . Baby ( Cradle ) 1917 1918",1776712.jpg,Cradle,1
@ ChesterCheetah why there is no hot cheetos in canada ? ? ? jus finished one pack sent frm Boston but i need more . . .,8735.jpg,hot cheetos,2
@ ChesterCheetah why there is no hot cheetos in canada ? ? ? jus finished one pack sent frm Boston but i need more . . .,8735.jpg,canada,0
@ ChesterCheetah why there is no hot cheetos in canada ? ? ? jus finished one pack sent frm Boston but i need more . . .,8735.jpg,Boston,1
RT @ craicdealers : WHEN HARRY SCORED A GOAL AND HE RAN TO NIALL I LOVE THEM SO MUCH,1773334.jpg,HARRY,2
RT @ craicdealers : WHEN HARRY SCORED A GOAL AND HE RAN TO NIALL I LOVE THEM SO MUCH,1773334.jpg,NIALL,2
RT @ BuzzFeedRewind : Ella Fitzgerald was the performer at the 1972 Super Bowl halftime show .,33942.jpg,Ella Fitzgerald,1
RT @ BuzzFeedRewind : Ella Fitzgerald was the performer at the 1972 Super Bowl halftime show .,33942.jpg,Super Bowl,1
# NextDayChi : Summer ' s coming fast . Shooting hoops in Marquette Park the day after a 16yo died,71380.jpg,Marquette Park,1
Please welcome Ann Meyerhoff to the City ! Ann started as an office assistant last month .,728695.jpg,Ann Meyerhoff,2
Please welcome Ann Meyerhoff to the City ! Ann started as an office assistant last month .,728695.jpg,Ann,1
RT @ MexicoEsMagico : Puerto Vallarta Jalisco .,126384.jpg,Puerto Vallarta,1
RT @ MexicoEsMagico : Puerto Vallarta Jalisco .,126384.jpg,Jalisco,1
"RT @ artsy : Happy Birthday to Nicolas Poussin , born on this day in 1594 :",113713.jpg,Nicolas Poussin,2
Another warm evening for baseball in Flushing . @ PIX11News,477420.jpg,Flushing,1
Who is going to finish 7th overall - Sweden or Korea ? Watch live at,701575.jpg,Sweden,1
Who is going to finish 7th overall - Sweden or Korea ? Watch live at,701575.jpg,Korea,1
Margritte lives ! - Currently adorning Cambridge infrastructure,322023.jpg,Margritte,2
Margritte lives ! - Currently adorning Cambridge infrastructure,322023.jpg,Cambridge,1
RT @ MrJemedari : @ LeViyerrah : Please help find Dennis he has been MIA since friday . Here ' s his picture Lol !,63152.jpg,MIA,0
RT @ PJPartington : Canadian and US GHG emissions relative to various base years # cdnpoli,51190.jpg,US,1
RT @ PJPartington : Canadian and US GHG emissions relative to various base years # cdnpoli,51190.jpg,GHG,1
"Follow the flower , this way to Lolla bag check",73526.jpg,Lolla,1
"Project manager Mark Jansheski , brother of owner John , explaining that the house will start to move at 1 p . m .",63164.jpg,Mark Jansheski,1
"Project manager Mark Jansheski , brother of owner John , explaining that the house will start to move at 1 p . m .",63164.jpg,John,1
RT @ Slate : How to spot Jeff Goldblum in Jurassic World :,1127187.jpg,Jurassic World,1
RT @ BeforeFootball : Throwback to when Colonel Gaddafi was linked with buying Crystal Palace,63129.jpg,Crystal Palace,1
RT @ kyle2lamb : Congrats to Brent Musburger and @ KatherineWebb eminem is also shocked by this,1966014.jpg,Brent Musburger,2
RT @ CreativeReview : Cannes Lions 2015 : The winners and some reflections,62597.jpg,Cannes Lions,1
RT @ TumbIrsPosts : Disney died when they stopped doing this,1942927.jpg,Disney,0
"RT @ AlbeGeldenhuys : Just arrived , our new CLA Ketone body toner drink",526805.jpg,CLA,1
"RT @ AlbeGeldenhuys : Just arrived , our new CLA Ketone body toner drink",526805.jpg,Ketone,1
"RT @ Earthlmages : Train station , France",1305690.jpg,France,1
@ Hollyholm defeats Juliana Werner via G752,1114623.jpg,Juliana Werner,1
RT @ terrifyingposts : The attack on Titan movie looks terrifying,15971.jpg,attack on Titan,0
RT @ rtyourcrushes : Zayn Malik,444201.jpg,Zayn Malik,1
RT @ taylorswift13 : Finding wings in New York City .,1080632.jpg,New York City,1
RT @ TCEuk : How the war in Syria finds its roots in climate change,115886.jpg,Syria,0
RT @ VanityFair : The Disney Channel gave Robin Williams a loving tribute this weekend .,211845.jpg,Disney Channel,1
RT @ VanityFair : The Disney Channel gave Robin Williams a loving tribute this weekend .,211845.jpg,Robin Williams,2
RT @ Interpreter Mag : Ukrainian Site Marks Time Since Putin Has Been Missing,1293934.jpg,Putin,0
Save 75 off on selected cookware set . Today Only at Sears !,743096.jpg,Sears,2
RT @ winnazworld : WE ARE WINNAZ - a big shout out from the WINNAZ production team in Musanze ! # wearewinnaz,809755.jpg,Musanze,2
RT @ CoachellaFSHN : Cody Simpson,67570.jpg,Cody Simpson,1
RT @ UnivEventsIU : Seen backstage before the installation of @ IUSoutheast Chancellor Ray Wallace # IUSInstallation,628861.jpg,Ray Wallace,1
RT @ mjfoster83 : And we got a logo ! Kevin McManigal at # NACIS2014,942379.jpg,Kevin McManigal,1
RT @ OU Football : Training inside Everest today . # OUDNA,74707.jpg,Everest,1
New book edited by former postdoc Roosa Laitinen : Molecular Mechanisms of Plant Adaptation,139042.jpg,Roosa Laitinen,1
New book edited by former postdoc Roosa Laitinen : Molecular Mechanisms of Plant Adaptation,139042.jpg,Molecular Mechanisms of Plant Adaptation,1
"@ BipolarBlogger my # letterstodaniel memoir about bp disorder got a 4 week run at the Alley Theater in Lou , KY",109554.jpg,Alley Theater,1
"@ BipolarBlogger my # letterstodaniel memoir about bp disorder got a 4 week run at the Alley Theater in Lou , KY",109554.jpg,Lou,1
"@ BipolarBlogger my # letterstodaniel memoir about bp disorder got a 4 week run at the Alley Theater in Lou , KY",109554.jpg,KY,1
RT @ ToniKroos : Come on Roger !,15001.jpg,Roger,2
Russia - Homophobic ideologue Aleksandr Dugin fears that transgender will lead to transhuman,179713.jpg,Aleksandr Dugin,0
RT @ MTVteenwolf : Jeff says type faster . @ DSprayberry,1704395.jpg,Jeff,1
"Let us always meet each other with smile , for the smile is the beginning of love . Mother Teresa # Smile # Love",1810154.jpg,Mother Teresa,1
"Teamwork at Lutheran Hospital , Mahajanga : surgeons , anethetists nurses adapt # WHOChecklist # Lifebox @ MercyShipsUK",1018601.jpg,Lutheran Hospital,1
"Teamwork at Lutheran Hospital , Mahajanga : surgeons , anethetists nurses adapt # WHOChecklist # Lifebox @ MercyShipsUK",1018601.jpg,Mahajanga,1
RT @ Lakers : The Lakers snag the # 2 pick in the 2015 NBADraft ! ! # LakersDraft,346300.jpg,The Lakers,2
RT @ Lakers : The Lakers snag the # 2 pick in the 2015 NBADraft ! ! # LakersDraft,346300.jpg,NBADraft,1
"# GMO lifts poor farmers from poverty , saves lives @ mark lynas @ NYTimes",139261.jpg,# GMO,2
"RT @ Zweder Masters : After a wild Saturday night , Jane was dropped off at home by her knights in shining armour .",537493.jpg,Jane,1
RT @ GreatOldPics : Einstein and his therapist . Happiness in intelligent people is the rarest thing I know .,524826.jpg,Einstein,1
Alpine was pretty sick today . Freshies and nobody to track it out,29257.jpg,Alpine,0
RT @ iStay4Selena : Selena talking about Demi .,36762.jpg,Selena,1
RT @ iStay4Selena : Selena talking about Demi .,36762.jpg,Demi,1
RT @ MODSUN : hey I ' m Mod . I ' m in Italy right now .,64125.jpg,Mod,1
RT @ MODSUN : hey I ' m Mod . I ' m in Italy right now .,64125.jpg,Italy,1
RT @ GaryGJohnson : vim users get ready to accidentally power down your new Macbook every 5 seconds,1294329.jpg,Macbook,0
Thank you to everyone who came out to the # LeducTransit launch . We look forward to serving the # Leduc region !,966817.jpg,# Leduc,2
. @ FDiLella talks to Gloria and Emilio Estefan about their new Broadway musical On Your Feet .,90531.jpg,Gloria,1
. @ FDiLella talks to Gloria and Emilio Estefan about their new Broadway musical On Your Feet .,90531.jpg,Emilio Estefan,1
. @ FDiLella talks to Gloria and Emilio Estefan about their new Broadway musical On Your Feet .,90531.jpg,Broadway,1
. @ FDiLella talks to Gloria and Emilio Estefan about their new Broadway musical On Your Feet .,90531.jpg,On Your Feet,1
RT @ HistoryInPics : Parking at the Grand Canyon . 1914 .,125882.jpg,Grand Canyon,1
RT @ AlexHortonTX : ISIS supporters talking Robin Williams . Twitter has reached the singularity,49805.jpg,Robin Williams,2
RT @ AlexHortonTX : ISIS supporters talking Robin Williams . Twitter has reached the singularity,49805.jpg,Twitter,1
Coconino County authorities seek home invasion suspect who fondled woman in shower,422029.jpg,Coconino County,1
RT @ SheilaGCraft : We just landed in Hong Kong ! We miss you @ ElevateLC We look forward to this weekend !,93225.jpg,Hong Kong,2
"RT @ WesleyLowery : Donald Trump burst through the wall of the # votersfirst forum , secures victory as GOP nominee",616876.jpg,GOP,2
RT @ Mascherano : Ya tenemos la Foto Oficial . Vamos Argentina ! ! ! ! ! !,675.jpg,Argentina,2
"RT @ TaiQuonLee : Stevie : Ma , I want Mimi amp Eva to move w us to LA . Joseline : # LHHATL",119798.jpg,Stevie,1
"RT @ TaiQuonLee : Stevie : Ma , I want Mimi amp Eva to move w us to LA . Joseline : # LHHATL",119798.jpg,Mimi,2
"RT @ TaiQuonLee : Stevie : Ma , I want Mimi amp Eva to move w us to LA . Joseline : # LHHATL",119798.jpg,Eva,2
"RT @ TaiQuonLee : Stevie : Ma , I want Mimi amp Eva to move w us to LA . Joseline : # LHHATL",119798.jpg,LA,1
"RT @ TaiQuonLee : Stevie : Ma , I want Mimi amp Eva to move w us to LA . Joseline : # LHHATL",119798.jpg,Joseline,1
No eyes that have seen beauty ever lose their sight - Jean Toomer @ Lauren White88 :,1046722.jpg,Jean Toomer,1
I am Duke and I am 7 weeks old,1309918.jpg,Duke,1
The # Spartans are on the court for open practice in Indianapolis . My stories from # FinalFour on @ FOX2News at 5 amp 6,442592.jpg,Indianapolis,1
BOOK GIVEAWAY ! Blood Feud : The Clintons vs . The Obamas by Edward Klein . . . LAST CHANCE ! !,594391.jpg,Blood Feud,2
BOOK GIVEAWAY ! Blood Feud : The Clintons vs . The Obamas by Edward Klein . . . LAST CHANCE ! !,594391.jpg,The Clintons,1
BOOK GIVEAWAY ! Blood Feud : The Clintons vs . The Obamas by Edward Klein . . . LAST CHANCE ! !,594391.jpg,The Obamas,1
BOOK GIVEAWAY ! Blood Feud : The Clintons vs . The Obamas by Edward Klein . . . LAST CHANCE ! !,594391.jpg,Edward Klein,2
"RT @ OlivierAwards : ON THIS DAY in 1987 , Bob Fosse died . He won an incredible 8 @ TheTonyAwards for his choreography .",1045634.jpg,Bob Fosse,2
RT @ tetratrak : Demonstrating tetratrak with @ MJBAnet at the CCC show in Portland,662863.jpg,Portland,1
Thank you @ halbertsma amp Katrin Eling for your inspiring talks !,93088.jpg,Katrin Eling,2
RT @ desusnice : Anthony Mackie fed up with # TeamNatural,684742.jpg,Anthony Mackie,1
RT @ SenTedCruz : Congratulations to @ netanyahu . He has been an extraordinary leader for Israel . # IsraelElections,109425.jpg,Israel,2
"RT @ HistoricalPics : East German soldier helping a boy cross the new Berlin Wall , to reunite with his family . 1961",1033482.jpg,East German,1
"RT @ HistoricalPics : East German soldier helping a boy cross the new Berlin Wall , to reunite with his family . 1961",1033482.jpg,Berlin Wall,1
"Turns out , neither of these footprints belongs to Brian Williams .",1687527.jpg,Brian Williams,1
"calling out one instagram ad at a time . save this one for fall , jack .",272531.jpg,jack,1
"RT @ kookienea : Jungkook , is it right to lie down in a bowling alley ? : )",1347364.jpg,Jungkook,0
RT @ barcastuff : Picture : Luis Enrique thrown in the air by players,570555.jpg,Luis Enrique,2
"This pic gets me so hyped and gives me the chills ! Senior Hailey Martin , paying RESPECT # PrincetonPride",517204.jpg,Hailey Martin,2
"RT @ mydaughtersarmy : Vince Vaughn , Whose fears are unfounded ? # gunsense",127709.jpg,Vince Vaughn,1
F . T . McKinstry is a master of this genre . Chronicles of Ealiron # epicfantasy # novelseries,1092808.jpg,Chronicles of Ealiron,1
"Ouch , Google . Sex toy ads showing up for the search term toys . . . Danish example attached :",35965.jpg,Google,1
Fancy Xmas in Koh Samui this year ?,304009.jpg,Xmas,2
Fancy Xmas in Koh Samui this year ?,304009.jpg,Koh Samui,1
Spruce up the yard and spread the word at the same time . @ VoteLorena Get yours at 590 Park Way in Chula Vista,72021.jpg,590 Park Way,1
Spruce up the yard and spread the word at the same time . @ VoteLorena Get yours at 590 Park Way in Chula Vista,72021.jpg,Chula Vista,1
RT @ chanelpuke : Amber Rose and I have the same outfit,21902.jpg,Amber Rose,1
"RT @ AFP : Military power compared : Japan , China , South Korea , India , Russia and the United States ,",1768889.jpg,Japan,1
"RT @ AFP : Military power compared : Japan , China , South Korea , India , Russia and the United States ,",1768889.jpg,China,1
"RT @ AFP : Military power compared : Japan , China , South Korea , India , Russia and the United States ,",1768889.jpg,South Korea,1
"RT @ AFP : Military power compared : Japan , China , South Korea , India , Russia and the United States ,",1768889.jpg,India,1
"RT @ AFP : Military power compared : Japan , China , South Korea , India , Russia and the United States ,",1768889.jpg,Russia,1
"RT @ AFP : Military power compared : Japan , China , South Korea , India , Russia and the United States ,",1768889.jpg,United States,1
